target,gen,rank,model,ref_pair,v2_dockq,v2_fnat,v2_irmsd,v2_lrmsd,n_dropped_chain1,n_dropped_chain2,status,tp_dockq,tp_fnat,tp_irmsd,tp_lrmsd
9n8n,protenix-v2,34,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9n8n/structures/9n8n_model_34.cif,A_E,0.004088891219190731,0.0,23.963224862971455,92.55405382901567,0,0,ok,0.0040888920050316385,0.0,23.96322400706141,92.55404222427077
9nl0,protenix-v2,39,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9nl0/structures/9nl0_model_39.cif,B_C,0.7216873208280767,0.8823529411764706,0.4834861899011357,10.93087719179241,0,0,ok,0.7216869061293772,0.8823529411764706,0.4834861987407277,10.930906074698495
9nl0,protenix-v2,46,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9nl0/structures/9nl0_model_46.cif,B_C,0.7540672091289758,0.9411764705882353,0.4293668960275226,10.481022199666128,0,0,ok,0.7540673101803835,0.9411764705882353,0.42936681368891466,10.481016149726273
9np0,protenix-v2,4,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9np0/structures/9np0_model_4.cif,A_B,0.04940912690600244,0.06451612903225806,15.867301674480677,29.88253369967982,0,0,ok,0.049409088114978926,0.06451612903225806,15.86730159356356,29.88255882725673
9np0,protenix-v2,5,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9np0/structures/9np0_model_5.cif,A_B,0.05028695245818029,0.06451612903225806,15.751423032473616,29.35514406994003,0,0,ok,0.05028692331232032,0.06451612903225806,15.75142324626146,29.355162001329905
9nw7,protenix-v2,9,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9nw7/structures/9nw7_model_9.cif,A_C,0.02779960344147292,0.0,9.56223940957565,33.82954238414116,0,0,ok,0.02779961658084579,0.0,9.562239614175034,33.829530143530164
9nw8,protenix-v2,28,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9nw8/structures/9nw8_model_28.cif,A_C,0.45782248260455766,0.6060606060606061,2.0742826073818907,9.906421630156565,0,0,ok,0.4578223287287284,0.6060606060606061,2.074282887078662,9.90642975925382
9nzf,protenix-v2,42,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9nzf/structures/9nzf_model_42.cif,A_C,0.24333023404189333,0.15384615384615385,3.998388386006073,9.344698317087063,0,0,ok,0.24333023353419972,0.15384615384615385,3.9983884243265275,9.344698306715364
9q6y,protenix-v2,39,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9q6y/structures/9q6y_model_39.cif,A_B,0.7924863795333342,0.8333333333333334,0.8716378265225091,4.295692363057043,0,0,ok,0.7924853213172689,0.8333333333333334,0.8716379876786923,4.295733514468729
9qqe,protenix-v2,18,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9qqe/structures/9qqe_model_18.cif,A_D,0.06961289517511356,0.0,6.834495743698105,19.269655202359562,0,0,ok,0.06961305149244061,0.0,6.834495045547895,19.269622698593075
9udq,protenix-v2,1,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9udq/structures/9udq_model_1.cif,D_F,0.10998406000946707,0.08695652173913043,6.794360876142431,17.187071952818396,0,0,ok,0.10998408314705843,0.08695652173913043,6.794359775041957,17.187068956825943
9ugo,protenix-v2,5,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9ugo/structures/9ugo_model_5.cif,A_C,0.049505511345061086,0.0,8.326731133218871,23.34143087235667,0,0,ok,0.04950530295931726,0.0,8.326732647996174,23.341500199625916
9ull,protenix-v2,20,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9ull/structures/9ull_model_20.cif,A_F,0.243694140158867,0.05714285714285714,3.523578719800213,8.15804311400419,0,0,ok,0.24369378280324994,0.05714285714285714,3.523578864008805,8.15806046171129
9ulp,protenix-v2,12,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9ulp/structures/9ulp_model_12.cif,A_B,0.25197323532357746,0.328125,3.6814543620628957,13.449454586213632,0,0,ok,0.25197324685834216,0.328125,3.681455211950054,13.449451586378112
9ulp,protenix-v2,23,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9ulp/structures/9ulp_model_23.cif,A_B,0.25943877802350906,0.328125,3.541036035424757,13.044482558786946,0,0,ok,0.2594386857402982,0.328125,3.541036330752891,13.044490518699712
9v1h,protenix-v2,28,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9v1h/structures/9v1h_model_28.cif,A_C,0.5730796472729905,0.9310344827586207,0.9017288880141946,35.69647803594457,0,0,ok,0.5730796730565353,0.9310344827586207,0.9017282697960647,35.69654482393794
9vnp,protenix-v2,37,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9vnp/structures/9vnp_model_37.cif,A_B,0.8101500443109089,0.9375,0.74142044259402,5.706787145930815,0,0,ok,0.8101501288535485,0.9375,0.7414205900141168,5.706782930784218
9wb3,protenix-v2,49,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9wb3/structures/9wb3_model_49.cif,A_B,0.8253614219282502,0.9047619047619048,1.0910898830056308,2.551479047418738,0,0,ok,0.8253603151876074,0.9047619047619048,1.0910900583746055,2.551533685489054
9xth,protenix-v2,1,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9xth/structures/9xth_model_1.cif,A_B,0.07269336211628645,0.15384615384615385,12.144878514559926,37.36290113725171,0,0,ok,0.07269340152125793,0.15384615384615385,12.144878323338233,37.36285412191677
9ynx,protenix-v2,21,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9ynx/structures/9ynx_model_21.cif,A_E,0.3551128812752242,0.42857142857142855,2.886653219083064,9.903923763077167,0,0,ok,0.3551121326633397,0.42857142857142855,2.886653555844699,9.90396850410248
9zdu,protenix-v2,7,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9zdu/structures/9zdu_model_7.cif,A_B,0.9216441841062103,0.9038461538461539,0.38388455196186316,2.46271264397773,0,0,ok,0.9216440624563554,0.9038461538461539,0.38388452265523226,2.462719085643216
