[release-gate] granted card(s) [3]
[release-gate] scoring tt_bio from /home/ttuser/.coworker/wt/land-standing/tt_bio (commit a6c39ac87)

======================================================================
[openfold3] folding prot.yaml (200 steps, 5 samples)
======================================================================
08:34:45  [tt-quietbox2:tt3] loading model…
08:34:51  [tt-quietbox2:tt3] prot
08:35:39  [tt-quietbox2:tt3]   diffusion 436/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 437/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 438/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 439/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 440/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 441/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 442/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 443/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 444/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 445/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 446/1000
08:35:40  [tt-quietbox2:tt3]   diffusion 447/1000
08:35:41  [tt-quietbox2:tt3]   diffusion 448/1000
08:35:41  [tt-quietbox2:tt3]   diffusion 449/1000
08:35:41  [tt-quietbox2:tt3]   diffusion 450/1000
08:35:41  [tt-quietbox2:tt3]   diffusion 451/1000
08:35:41  [tt-quietbox2:tt3]   diffusion 452/1000
08:35:41  [tt-quietbox2:tt3]   diffusion 453/1000
08:35:41  [tt-quietbox2:tt3]   diffusion 454/1000
08:35:41  [tt-quietbox2:tt3]   diffusion 455/1000
08:35:41  [tt-quietbox2:tt3]   diffusion 456/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 457/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 458/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 459/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 460/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 461/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 462/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 463/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 464/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 465/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 466/1000
08:35:42  [tt-quietbox2:tt3]   diffusion 467/1000
08:35:43  [tt-quietbox2:tt3]   diffusion 468/1000
08:35:43  [tt-quietbox2:tt3]   diffusion 469/1000
08:35:43  [tt-quietbox2:tt3]   diffusion 470/1000
08:35:43  [tt-quietbox2:tt3]   diffusion 471/1000
08:35:43  [tt-quietbox2:tt3]   diffusion 472/1000
08:35:43  [tt-quietbox2:tt3]   diffusion 473/1000
08:35:43  [tt-quietbox2:tt3]   diffusion 474/1000
08:35:43  [tt-quietbox2:tt3]   diffusion 475/1000
08:35:43  [tt-quietbox2:tt3]   diffusion 476/1000
08:35:43  [tt-quietbox2:tt3]   diffusion 477/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 478/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 479/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 480/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 481/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 482/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 483/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 484/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 485/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 486/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 487/1000
08:35:44  [tt-quietbox2:tt3]   diffusion 488/1000
08:35:45  [tt-quietbox2:tt3]   diffusion 489/1000
08:35:45  [tt-quietbox2:tt3]   diffusion 490/1000
08:35:45  [tt-quietbox2:tt3]   diffusion 491/1000
08:35:45  [tt-quietbox2:tt3]   diffusion 492/1000
08:35:45  [tt-quietbox2:tt3]   diffusion 493/1000
08:35:45  [tt-quietbox2:tt3]   diffusion 494/1000
08:35:45  [tt-quietbox2:tt3]   diffusion 495/1000
08:35:45  [tt-quietbox2:tt3]   diffusion 496/1000
08:35:45  [tt-quietbox2:tt3]   diffusion 497/1000
08:35:45  [tt-quietbox2:tt3]   diffusion 498/1000
08:35:46  [tt-quietbox2:tt3]   diffusion 499/1000
08:35:46  [tt-quietbox2:tt3]   diffusion 500/1000
08:35:46  [tt-quietbox2:tt3]   diffusion 501/1000
08:35:46  [tt-quietbox2:tt3]   diffusion 502/1000
08:35:46  [tt-quietbox2:tt3]   diffusion 503/1000
08:35:46  [tt-quietbox2:tt3]   diffusion 504/1000
08:35:46  [tt-quietbox2:tt3]   diffusion 505/1000
08:35:46  [tt-quietbox2:tt3]   diffusion 506/1000
08:35:46  [tt-quietbox2:tt3]   diffusion 507/1000
08:35:46  [tt-quietbox2:tt3]   diffusion 508/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 509/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 510/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 511/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 512/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 513/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 514/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 515/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 516/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 517/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 518/1000
08:35:47  [tt-quietbox2:tt3]   diffusion 519/1000
08:35:48  [tt-quietbox2:tt3]   diffusion 520/1000
08:35:48  [tt-quietbox2:tt3]   diffusion 521/1000
08:35:48  [tt-quietbox2:tt3]   diffusion 522/1000
08:35:48  [tt-quietbox2:tt3]   diffusion 523/1000
08:35:48  [tt-quietbox2:tt3]   diffusion 524/1000
08:35:48  [tt-quietbox2:tt3]   diffusion 525/1000
08:35:48  [tt-quietbox2:tt3]   diffusion 526/1000
08:35:48  [tt-quietbox2:tt3]   diffusion 527/1000
08:35:48  [tt-quietbox2:tt3]   diffusion 528/1000
08:35:48  [tt-quietbox2:tt3]   diffusion 529/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 530/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 531/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 532/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 533/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 534/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 535/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 536/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 537/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 538/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 539/1000
08:35:49  [tt-quietbox2:tt3]   diffusion 540/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 541/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 542/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 543/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 544/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 545/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 546/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 547/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 548/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 549/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 550/1000
08:35:50  [tt-quietbox2:tt3]   diffusion 551/1000
08:35:51  [tt-quietbox2:tt3]   diffusion 552/1000
08:35:51  [tt-quietbox2:tt3]   diffusion 553/1000
08:35:51  [tt-quietbox2:tt3]   diffusion 554/1000
08:35:51  [tt-quietbox2:tt3]   diffusion 555/1000
08:35:51  [tt-quietbox2:tt3]   diffusion 556/1000
08:35:51  [tt-quietbox2:tt3]   diffusion 557/1000
08:35:51  [tt-quietbox2:tt3]   diffusion 558/1000
08:35:51  [tt-quietbox2:tt3]   diffusion 559/1000
08:35:51  [tt-quietbox2:tt3]   diffusion 560/1000
08:35:51  [tt-quietbox2:tt3]   diffusion 561/1000
08:35:52  [tt-quietbox2:tt3]   diffusion 562/1000
08:35:52  [tt-quietbox2:tt3]   diffusion 563/1000
08:35:52  [tt-quietbox2:tt3]   diffusion 564/1000
08:35:52  [tt-quietbox2:tt3]   diffusion 565/1000
08:35:52  [tt-quietbox2:tt3]   diffusion 566/1000
08:35:52  [tt-quietbox2:tt3]   diffusion 567/1000
08:35:52  [tt-quietbox2:tt3]   diffusion 568/1000
08:35:52  [tt-quietbox2:tt3]   diffusion 569/1000
08:35:52  [tt-quietbox2:tt3]   diffusion 570/1000
08:35:52  [tt-quietbox2:tt3]   diffusion 571/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 572/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 573/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 574/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 575/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 576/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 577/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 578/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 579/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 580/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 581/1000
08:35:53  [tt-quietbox2:tt3]   diffusion 582/1000
08:35:54  [tt-quietbox2:tt3]   diffusion 583/1000
08:35:54  [tt-quietbox2:tt3]   diffusion 584/1000
08:35:54  [tt-quietbox2:tt3]   diffusion 585/1000
08:35:54  [tt-quietbox2:tt3]   diffusion 586/1000
08:35:54  [tt-quietbox2:tt3]   diffusion 587/1000
08:35:54  [tt-quietbox2:tt3]   diffusion 588/1000
08:35:54  [tt-quietbox2:tt3]   diffusion 589/1000
08:35:54  [tt-quietbox2:tt3]   diffusion 590/1000
08:35:54  [tt-quietbox2:tt3]   diffusion 591/1000
08:35:54  [tt-quietbox2:tt3]   diffusion 592/1000
08:35:55  [tt-quietbox2:tt3]   diffusion 593/1000
08:35:55  [tt-quietbox2:tt3]   diffusion 594/1000
08:35:55  [tt-quietbox2:tt3]   diffusion 595/1000
08:35:55  [tt-quietbox2:tt3]   diffusion 596/1000
08:35:55  [tt-quietbox2:tt3]   diffusion 597/1000
08:35:55  [tt-quietbox2:tt3]   diffusion 598/1000
08:35:55  [tt-quietbox2:tt3]   diffusion 599/1000
08:35:55  [tt-quietbox2:tt3]   diffusion 600/1000
08:35:55  [tt-quietbox2:tt3]   diffusion 601/1000
08:35:55  [tt-quietbox2:tt3]   diffusion 602/1000
08:35:56  [tt-quietbox2:tt3]   diffusion 603/1000
08:35:56  [tt-quietbox2:tt3]   diffusion 604/1000
08:35:56  [tt-quietbox2:tt3]   diffusion 605/1000
08:35:56  [tt-quietbox2:tt3]   diffusion 606/1000
08:35:56  [tt-quietbox2:tt3]   diffusion 607/1000
08:35:56  [tt-quietbox2:tt3]   diffusion 608/1000
08:35:56  [tt-quietbox2:tt3]   diffusion 609/1000
08:35:56  [tt-quietbox2:tt3]   diffusion 610/1000
08:35:56  [tt-quietbox2:tt3]   diffusion 611/1000
08:35:56  [tt-quietbox2:tt3]   diffusion 612/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 613/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 614/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 615/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 616/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 617/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 618/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 619/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 620/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 621/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 622/1000
08:35:57  [tt-quietbox2:tt3]   diffusion 623/1000
08:35:58  [tt-quietbox2:tt3]   diffusion 624/1000
08:35:58  [tt-quietbox2:tt3]   diffusion 625/1000
08:35:58  [tt-quietbox2:tt3]   diffusion 626/1000
08:35:58  [tt-quietbox2:tt3]   diffusion 627/1000
08:35:58  [tt-quietbox2:tt3]   diffusion 628/1000
08:35:58  [tt-quietbox2:tt3]   diffusion 629/1000
08:35:58  [tt-quietbox2:tt3]   diffusion 630/1000
08:35:58  [tt-quietbox2:tt3]   diffusion 631/1000
08:35:58  [tt-quietbox2:tt3]   diffusion 632/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 633/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 634/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 635/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 636/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 637/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 638/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 639/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 640/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 641/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 642/1000
08:35:59  [tt-quietbox2:tt3]   diffusion 643/1000
08:36:00  [tt-quietbox2:tt3]   diffusion 644/1000
08:36:00  [tt-quietbox2:tt3]   diffusion 645/1000
08:36:00  [tt-quietbox2:tt3]   diffusion 646/1000
08:36:00  [tt-quietbox2:tt3]   diffusion 647/1000
08:36:00  [tt-quietbox2:tt3]   diffusion 648/1000
08:36:00  [tt-quietbox2:tt3]   diffusion 649/1000
08:36:00  [tt-quietbox2:tt3]   diffusion 650/1000
08:36:00  [tt-quietbox2:tt3]   diffusion 651/1000
08:36:00  [tt-quietbox2:tt3]   diffusion 652/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 653/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 654/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 655/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 656/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 657/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 658/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 659/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 660/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 661/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 662/1000
08:36:01  [tt-quietbox2:tt3]   diffusion 663/1000
08:36:02  [tt-quietbox2:tt3]   diffusion 664/1000
08:36:02  [tt-quietbox2:tt3]   diffusion 665/1000
08:36:02  [tt-quietbox2:tt3]   diffusion 666/1000
08:36:02  [tt-quietbox2:tt3]   diffusion 667/1000
08:36:02  [tt-quietbox2:tt3]   diffusion 668/1000
08:36:02  [tt-quietbox2:tt3]   diffusion 669/1000
08:36:02  [tt-quietbox2:tt3]   diffusion 670/1000
08:36:02  [tt-quietbox2:tt3]   diffusion 671/1000
08:36:02  [tt-quietbox2:tt3]   diffusion 672/1000
08:36:02  [tt-quietbox2:tt3]   diffusion 673/1000
08:36:03  [tt-quietbox2:tt3]   diffusion 674/1000
08:36:03  [tt-quietbox2:tt3]   diffusion 675/1000
08:36:03  [tt-quietbox2:tt3]   diffusion 676/1000
08:36:03  [tt-quietbox2:tt3]   diffusion 677/1000
08:36:03  [tt-quietbox2:tt3]   diffusion 678/1000
08:36:03  [tt-quietbox2:tt3]   diffusion 679/1000
08:36:03  [tt-quietbox2:tt3]   diffusion 680/1000
08:36:03  [tt-quietbox2:tt3]   diffusion 681/1000
08:36:03  [tt-quietbox2:tt3]   diffusion 682/1000
08:36:03  [tt-quietbox2:tt3]   diffusion 683/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 684/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 685/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 686/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 687/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 688/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 689/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 690/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 691/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 692/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 693/1000
08:36:04  [tt-quietbox2:tt3]   diffusion 694/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 695/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 696/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 697/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 698/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 699/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 700/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 701/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 702/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 703/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 704/1000
08:36:05  [tt-quietbox2:tt3]   diffusion 705/1000
08:36:06  [tt-quietbox2:tt3]   diffusion 706/1000
08:36:06  [tt-quietbox2:tt3]   diffusion 707/1000
08:36:06  [tt-quietbox2:tt3]   diffusion 708/1000
08:36:06  [tt-quietbox2:tt3]   diffusion 709/1000
08:36:06  [tt-quietbox2:tt3]   diffusion 710/1000
08:36:06  [tt-quietbox2:tt3]   diffusion 711/1000
08:36:06  [tt-quietbox2:tt3]   diffusion 712/1000
08:36:06  [tt-quietbox2:tt3]   diffusion 713/1000
08:36:06  [tt-quietbox2:tt3]   diffusion 714/1000
08:36:06  [tt-quietbox2:tt3]   diffusion 715/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 716/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 717/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 718/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 719/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 720/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 721/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 722/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 723/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 724/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 725/1000
08:36:07  [tt-quietbox2:tt3]   diffusion 726/1000
08:36:08  [tt-quietbox2:tt3]   diffusion 727/1000
08:36:08  [tt-quietbox2:tt3]   diffusion 728/1000
08:36:08  [tt-quietbox2:tt3]   diffusion 729/1000
08:36:08  [tt-quietbox2:tt3]   diffusion 730/1000
08:36:08  [tt-quietbox2:tt3]   diffusion 731/1000
08:36:08  [tt-quietbox2:tt3]   diffusion 732/1000
08:36:08  [tt-quietbox2:tt3]   diffusion 733/1000
08:36:08  [tt-quietbox2:tt3]   diffusion 734/1000
08:36:08  [tt-quietbox2:tt3]   diffusion 735/1000
08:36:08  [tt-quietbox2:tt3]   diffusion 736/1000
08:36:09  [tt-quietbox2:tt3]   diffusion 737/1000
08:36:09  [tt-quietbox2:tt3]   diffusion 738/1000
08:36:09  [tt-quietbox2:tt3]   diffusion 739/1000
08:36:09  [tt-quietbox2:tt3]   diffusion 740/1000
08:36:09  [tt-quietbox2:tt3]   diffusion 741/1000
08:36:09  [tt-quietbox2:tt3]   diffusion 742/1000
08:36:09  [tt-quietbox2:tt3]   diffusion 743/1000
08:36:09  [tt-quietbox2:tt3]   diffusion 744/1000
08:36:09  [tt-quietbox2:tt3]   diffusion 745/1000
08:36:09  [tt-quietbox2:tt3]   diffusion 746/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 747/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 748/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 749/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 750/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 751/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 752/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 753/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 754/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 755/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 756/1000
08:36:10  [tt-quietbox2:tt3]   diffusion 757/1000
08:36:11  [tt-quietbox2:tt3]   diffusion 758/1000
08:36:11  [tt-quietbox2:tt3]   diffusion 759/1000
08:36:11  [tt-quietbox2:tt3]   diffusion 760/1000
08:36:11  [tt-quietbox2:tt3]   diffusion 761/1000
08:36:11  [tt-quietbox2:tt3]   diffusion 762/1000
08:36:11  [tt-quietbox2:tt3]   diffusion 763/1000
08:36:11  [tt-quietbox2:tt3]   diffusion 764/1000
08:36:11  [tt-quietbox2:tt3]   diffusion 765/1000
08:36:11  [tt-quietbox2:tt3]   diffusion 766/1000
08:36:11  [tt-quietbox2:tt3]   diffusion 767/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 768/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 769/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 770/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 771/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 772/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 773/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 774/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 775/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 776/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 777/1000
08:36:12  [tt-quietbox2:tt3]   diffusion 778/1000
08:36:13  [tt-quietbox2:tt3]   diffusion 779/1000
08:36:13  [tt-quietbox2:tt3]   diffusion 780/1000
08:36:13  [tt-quietbox2:tt3]   diffusion 781/1000
08:36:13  [tt-quietbox2:tt3]   diffusion 782/1000
08:36:13  [tt-quietbox2:tt3]   diffusion 783/1000
08:36:14  [tt-quietbox2:tt3]   diffusion 784/1000
08:36:14  [tt-quietbox2:tt3]   diffusion 785/1000
08:36:14  [tt-quietbox2:tt3]   diffusion 786/1000
08:36:14  [tt-quietbox2:tt3]   diffusion 787/1000
08:36:14  [tt-quietbox2:tt3]   diffusion 788/1000
08:36:14  [tt-quietbox2:tt3]   diffusion 789/1000
08:36:14  [tt-quietbox2:tt3]   diffusion 790/1000
08:36:14  [tt-quietbox2:tt3]   diffusion 791/1000
08:36:14  [tt-quietbox2:tt3]   diffusion 792/1000
08:36:14  [tt-quietbox2:tt3]   diffusion 793/1000
08:36:15  [tt-quietbox2:tt3]   diffusion 794/1000
08:36:15  [tt-quietbox2:tt3]   diffusion 795/1000
08:36:15  [tt-quietbox2:tt3]   diffusion 796/1000
08:36:15  [tt-quietbox2:tt3]   diffusion 797/1000
08:36:15  [tt-quietbox2:tt3]   diffusion 798/1000
08:36:15  [tt-quietbox2:tt3]   diffusion 799/1000
08:36:15  [tt-quietbox2:tt3]   diffusion 800/1000
08:36:15  [tt-quietbox2:tt3]   diffusion 801/1000
08:36:15  [tt-quietbox2:tt3]   diffusion 802/1000
08:36:15  [tt-quietbox2:tt3]   diffusion 803/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 804/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 805/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 806/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 807/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 808/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 809/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 810/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 811/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 812/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 813/1000
08:36:16  [tt-quietbox2:tt3]   diffusion 814/1000
08:36:17  [tt-quietbox2:tt3]   diffusion 815/1000
08:36:17  [tt-quietbox2:tt3]   diffusion 816/1000
08:36:17  [tt-quietbox2:tt3]   diffusion 817/1000
08:36:17  [tt-quietbox2:tt3]   diffusion 818/1000
08:36:17  [tt-quietbox2:tt3]   diffusion 819/1000
08:36:17  [tt-quietbox2:tt3]   diffusion 820/1000
08:36:17  [tt-quietbox2:tt3]   diffusion 821/1000
08:36:17  [tt-quietbox2:tt3]   diffusion 822/1000
08:36:17  [tt-quietbox2:tt3]   diffusion 823/1000
08:36:17  [tt-quietbox2:tt3]   diffusion 824/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 825/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 826/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 827/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 828/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 829/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 830/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 831/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 832/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 833/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 834/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 835/1000
08:36:18  [tt-quietbox2:tt3]   diffusion 836/1000
08:36:19  [tt-quietbox2:tt3]   diffusion 837/1000
08:36:19  [tt-quietbox2:tt3]   diffusion 838/1000
08:36:19  [tt-quietbox2:tt3]   diffusion 839/1000
08:36:19  [tt-quietbox2:tt3]   diffusion 840/1000
08:36:19  [tt-quietbox2:tt3]   diffusion 841/1000
08:36:19  [tt-quietbox2:tt3]   diffusion 842/1000
08:36:19  [tt-quietbox2:tt3]   diffusion 843/1000
08:36:19  [tt-quietbox2:tt3]   diffusion 844/1000
08:36:19  [tt-quietbox2:tt3]   diffusion 845/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 846/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 847/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 848/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 849/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 850/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 851/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 852/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 853/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 854/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 855/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 856/1000
08:36:20  [tt-quietbox2:tt3]   diffusion 857/1000
08:36:21  [tt-quietbox2:tt3]   diffusion 858/1000
08:36:21  [tt-quietbox2:tt3]   diffusion 859/1000
08:36:21  [tt-quietbox2:tt3]   diffusion 860/1000
08:36:21  [tt-quietbox2:tt3]   diffusion 861/1000
08:36:21  [tt-quietbox2:tt3]   diffusion 862/1000
08:36:21  [tt-quietbox2:tt3]   diffusion 863/1000
08:36:21  [tt-quietbox2:tt3]   diffusion 864/1000
08:36:21  [tt-quietbox2:tt3]   diffusion 865/1000
08:36:21  [tt-quietbox2:tt3]   diffusion 866/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 867/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 868/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 869/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 870/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 871/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 872/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 873/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 874/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 875/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 876/1000
08:36:22  [tt-quietbox2:tt3]   diffusion 877/1000
08:36:23  [tt-quietbox2:tt3]   diffusion 878/1000
08:36:23  [tt-quietbox2:tt3]   diffusion 879/1000
08:36:23  [tt-quietbox2:tt3]   diffusion 880/1000
08:36:23  [tt-quietbox2:tt3]   diffusion 881/1000
